ID	Formula	MW_x	Purity	PO	MW_salt	Box_ID	Well	Barcode	Amount_mg	Smile	compound_name	Salt_Name	Salt_ratio	canonical_smiles	isomeric_smiles	monoisotopic_mass	Source Plate Barcode	Source Well	well_location	Transfer Volume	Unit [nL]	plate_id	Source Plate Type	Source Plate Name	Destination Plate Name	Stock concentration	Unit[mM]	VESSELPOSITION	Solvent	MW_y	Transfer	unique_sample_id	WellNumber	WellLetter	Cxsmiles	smiles	Catalog ID	PLATE_ID	V, µL	Conc, mM	Salt smiles	Salt_name	Stereochem.data	Geometric.isomer	MW_x.1	SAMPLEIDDISPLAY	Structure [idcode]	Molecule Name	ORDERING NUMBER	MOLPORTID	SUPPLIER NAME	CATALOG NUMBER	MOL WEIGHT TOTAL	MOL WEIGHT PARRENT	MOL WEIGHT NORMAL	MOL FORMULA	QUANTITY	QUANTITY MEASURE	STEREOCHEMISTRY	PURITY CLASSIFIED	PO NUMBER FROM CLIENT	BOX_NAME	BOX_ROW	BOX_COLUMN	VIAL_BARCODE	AMOUNT_IN_VIAL	AMOUNT_IN_VIAL_MEASURE	QUALITY CONTROL	COMPOUND STATE	PARRENT RATIO	MOL WEIGHT SALT	SALT RATIO	SALT DATA	MW	SMILES	VOLUME_IN_VIAL	VOLUME_UNIT	CONCENTRATION, mM	NOTES	IUPAC	Barcode rack	Barcode vial	Position	m(mg)	c mM	V(DMSO)	Unnamed: 28
	C13H15NO3	233.2631	95.0	92.7/22	0.0		R07				1-(4-ethylphenyl)-5-oxopyrrolidine-3-carboxylic acid						1560045-Y5.25-A04	R7	I6	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	198.0	DMSO	233.105193		pluskal_enammol_5003_I6_id	6	I	CCC=1C=CC(=CC1)N2CC(CC2=O)C(=O)O	CCC=1C=CC(=CC1)N2CC(CC2=O)C(=O)O	Z56921458	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	233.105193	Z56921458																																									
	C10H17NO3	199.2469	100.0	92.7/22	0.0		C03				1-(2,2-dimethylpropanoyl)pyrrolidine-2-carboxylic acid						1560045-Y5.25-A04	C3	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	199.120843		pluskal_enammol_5003_I7_id	7	I	CC(C)(C)C(=O)N1CCCC1C(=O)O	CC(C)(C)C(=O)N1CCCC1C(=O)O	Z85890936	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	199.120843	Z85890936																																									
	C10H13N3O2	207.2291	100.0	92.7/22	0.0		S03				1-(pyrimidin-2-yl)piperidine-2-carboxylic acid						1560045-Y5.25-A04	S3	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	207.100777		pluskal_enammol_5003_I7_id	7	I	OC(=O)C1CCCCN1C=2N=CC=CN2	OC(=O)C1CCCCN1C=2N=CC=CN2	Z275027108	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	207.100777	Z275027108																																									
	C6H9N3O2	155.1546	100.0	92.7/22	0.0		B04				2-ethyl-5-methyl-2H-1,2,3-triazole-4-carboxylic acid						1560045-Y5.25-A04	B4	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	155.069477		pluskal_enammol_5003_I7_id	7	I	CCN1N=C(C)C(=N1)C(=O)O	CCN1N=C(C)C(=N1)C(=O)O	Z1262517476	1560045-Y5.25-A04	5,25	100.0			Achiral	None	155.069477	Z1262517476																																									
	C9H15NO3	185.2203	100.0	92.7/22	0.0		AC04				1-acetamidocyclohexane-1-carboxylic acid						1560045-Y5.25-A04	AC4	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	185.105193		pluskal_enammol_5003_I7_id	7	I	CC(=O)NC1(CCCCC1)C(=O)O	CC(=O)NC1(CCCCC1)C(=O)O	Z85888094	1560045-Y5.25-A04	5,25	100.0			Achiral	None	185.105193	Z85888094																																									
	C13H11FN2O2	246.237	100.0	92.7/22	0.0		G05				1-(4-fluorophenyl)-1H,4H,5H,6H-cyclopenta[c]pyrazole-3-carboxylic acid						1560045-Y5.25-A04	G5	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	246.080456		pluskal_enammol_5003_I7_id	7	I	OC(=O)C1=NN(C=2CCCC12)C=3C=CC(F)=CC3	OC(=O)C1=NN(C=2CCCC12)C=3C=CC(F)=CC3	Z220354982	1560045-Y5.25-A04	5,25	100.0			Achiral	None	246.080456	Z220354982																																									
	C11H11NO4	221.2093	96.71	92.7/22	0.0		H05				4,7-dimethoxy-1H-indole-2-carboxylic acid						1560045-Y5.25-A04	H5	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	221.068808		pluskal_enammol_5003_I7_id	7	I	COC=1C=CC(OC)=C2NC(=CC12)C(=O)O	COC=1C=CC(OC)=C2NC(=CC12)C(=O)O	Z119990442	1560045-Y5.25-A04	5,25	100.0			Achiral	None	221.068808	Z119990442																																									
	C13H15NO3	233.2631	96.7	92.7/22	0.0		U05				1-[(4-methylphenyl)methyl]-5-oxopyrrolidine-2-carboxylic acid						1560045-Y5.25-A04	U5	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	233.105193		pluskal_enammol_5003_I7_id	7	I	CC=1C=CC(CN2C(CCC2=O)C(=O)O)=CC1	CC=1C=CC(CN2C(CCC2=O)C(=O)O)=CC1	Z1021465894	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	233.105193	Z1021465894																																									
	C13H13ClN2O2	264.7075	100.0	92.7/22	0.0		AE07				2-[1-(4-chlorophenyl)-3,5-dimethyl-1H-pyrazol-4-yl]acetic acid						1560045-Y5.25-A04	AE7	I7	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	199.0	DMSO	264.066555		pluskal_enammol_5003_I7_id	7	I	CC1=NN(C(C)=C1CC(=O)O)C=2C=CC(Cl)=CC2	CC1=NN(C(C)=C1CC(=O)O)C=2C=CC(Cl)=CC2	Z239550880	1560045-Y5.25-A04	5,25	100.0			Achiral	None	264.066555	Z239550880																																									
	C11H11NO2	189.2105	95.0	92.7/22	0.0		A03				2-(2-methyl-1H-indol-3-yl)acetic acid						1560045-Y5.25-A04	A3	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	189.078979		pluskal_enammol_5003_I8_id	8	I	CC=1NC=2C=CC=CC2C1CC(=O)O	CC=1NC=2C=CC=CC2C1CC(=O)O	Z335447192	1560045-Y5.25-A04	5,25	100.0			Achiral	None	189.078979	Z335447192																																									
	C8H15NO4S	221.274	95.0	92.7/22	0.0		D03				1-(ethanesulfonyl)piperidine-3-carboxylic acid						1560045-Y5.25-A04	D3	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	221.072179		pluskal_enammol_5003_I8_id	8	I	CCS(=O)(=O)N1CCCC(C1)C(=O)O	CCS(=O)(=O)N1CCCC(C1)C(=O)O	Z228588548	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	221.072179	Z228588548																																									
	C12H15N3O2	233.2664	100.0	92.7/22	0.0		A04				1,3-dimethyl-6-(propan-2-yl)-1H-pyrazolo[3,4-b]pyridine-4-carboxylic acid						1560045-Y5.25-A04	A4	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	233.116427		pluskal_enammol_5003_I8_id	8	I	CC(C)C=1C=C(C(=O)O)C=2C(C)=NN(C)C2N1	CC(C)C=1C=C(C(=O)O)C=2C(C)=NN(C)C2N1	Z98638409	1560045-Y5.25-A04	5,25	100.0			Achiral	None	233.116427	Z98638409																																									
	C10H12N2O3	208.2139	100.0	92.7/22	0.0		K04				5-(pyrrolidine-1-carbonyl)-1H-pyrrole-3-carboxylic acid						1560045-Y5.25-A04	K4	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	208.084792		pluskal_enammol_5003_I8_id	8	I	OC(=O)C1=CNC(=C1)C(=O)N2CCCC2	OC(=O)C1=CNC(=C1)C(=O)N2CCCC2	Z220542622	1560045-Y5.25-A04	5,25	100.0			Achiral	None	208.084792	Z220542622																																									
	C13H14N2O3	246.2619	100.0	92.7/22	0.0		T04				1-(1,3-benzoxazol-2-yl)piperidine-4-carboxylic acid						1560045-Y5.25-A04	T4	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	246.100442		pluskal_enammol_5003_I8_id	8	I	OC(=O)C1CCN(CC1)C2=NC=3C=CC=CC3O2	OC(=O)C1CCN(CC1)C2=NC=3C=CC=CC3O2	Z57032576	1560045-Y5.25-A04	5,25	100.0			Achiral	None	246.100442	Z57032576																																									
	C10H17NO3	199.2469	97.0	92.7/22	0.0		M05				1-(2-methylpropanoyl)piperidine-3-carboxylic acid						1560045-Y5.25-A04	M5	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	199.120843		pluskal_enammol_5003_I8_id	8	I	CC(C)C(=O)N1CCCC(C1)C(=O)O	CC(C)C(=O)N1CCCC(C1)C(=O)O	Z85893775	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	199.120843	Z85893775																																									
	C12H15NO4S	269.3168	95.0	92.7/22	0.0		AE05				2-methyl-5-(pyrrolidine-1-sulfonyl)benzoic acid						1560045-Y5.25-A04	AE5	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	269.072179		pluskal_enammol_5003_I8_id	8	I	CC=1C=CC(=CC1C(=O)O)S(=O)(=O)N2CCCC2	CC=1C=CC(=CC1C(=O)O)S(=O)(=O)N2CCCC2	Z53035585	1560045-Y5.25-A04	5,25	100.0			Achiral	None	269.072179	Z53035585																																									
	C6H7NO2S	157.1903	100.0	92.7/22	0.0		C06				2-ethyl-1,3-thiazole-5-carboxylic acid						1560045-Y5.25-A04	C6	I8	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	200.0	DMSO	157.019749		pluskal_enammol_5003_I8_id	8	I	CCC1=NC=C(S1)C(=O)O	CCC1=NC=C(S1)C(=O)O	Z385373332	1560045-Y5.25-A04	5,25	100.0			Achiral	None	157.019749	Z385373332																																									
	C8H14O3	158.195	95.0	92.7/22	0.0		AB03				3-ethyl-1-hydroxycyclopentane-1-carboxylic acid						1560045-Y5.25-A04	AB3	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	158.094294		pluskal_enammol_5003_I9_id	9	I	CCC1CCC(O)(C1)C(=O)O	CCC1CCC(O)(C1)C(=O)O	Z381410914	1560045-Y5.25-A04	5,25	100.0			Diastereomeric mixture	Unequal mixture of geometric isomers	158.094294	Z381410914																																									
	C13H13F2NO3	269.244	100.0	92.7/22	0.0		X04				1-(2,4-difluorobenzoyl)piperidine-4-carboxylic acid						1560045-Y5.25-A04	X4	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	269.08635		pluskal_enammol_5003_I9_id	9	I	OC(=O)C1CCN(CC1)C(=O)C=2C=CC(F)=CC2F	OC(=O)C1CCN(CC1)C(=O)C=2C=CC(F)=CC2F	Z85886061	1560045-Y5.25-A04	5,25	100.0			Achiral	None	269.08635	Z85886061																																									
	C9H9FO4	200.1638	100.0	92.7/22	0.0		AD04				6-fluoro-2,3-dimethoxybenzoic acid						1560045-Y5.25-A04	AD4	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	200.048487		pluskal_enammol_5003_I9_id	9	I	COC=1C=CC(F)=C(C(=O)O)C1OC	COC=1C=CC(F)=C(C(=O)O)C1OC	Z1269134364	1560045-Y5.25-A04	5,25	100.0			Achiral	None	200.048487	Z1269134364																																									
	C12H15NO3	221.2524	100.0	92.7/22	0.0		L06				3-(2,2-dimethylpropanamido)benzoic acid						1560045-Y5.25-A04	L6	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	221.105193		pluskal_enammol_5003_I9_id	9	I	CC(C)(C)C(=O)NC=1C=CC=C(C1)C(=O)O	CC(C)(C)C(=O)NC=1C=CC=C(C1)C(=O)O	Z85877465	1560045-Y5.25-A04	5,25	100.0			Achiral	None	221.105193	Z85877465																																									
	C11H11NO2	189.2105	99.47	92.7/22	0.0		U06				2-(3-methyl-1H-indol-1-yl)acetic acid						1560045-Y5.25-A04	U6	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	189.078979		pluskal_enammol_5003_I9_id	9	I	CC1=CN(CC(=O)O)C=2C=CC=CC12	CC1=CN(CC(=O)O)C=2C=CC=CC12	Z415654038	1560045-Y5.25-A04	5,25	100.0			Achiral	None	189.078979	Z415654038																																									
	C13H14N2O3	246.2619	95.0	92.7/22	0.0		Z06				1-(2,5-dimethylphenyl)-6-oxo-1,4,5,6-tetrahydropyridazine-3-carboxylic acid						1560045-Y5.25-A04	Z6	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	246.100442		pluskal_enammol_5003_I9_id	9	I	CC=1C=CC(C)=C(C1)N2N=C(CCC2=O)C(=O)O	CC=1C=CC(C)=C(C1)N2N=C(CCC2=O)C(=O)O	Z56960243	1560045-Y5.25-A04	5,25	100.0			Achiral	None	246.100442	Z56960243																																									
	C12H11FN2O2	234.2263	95.2	92.7/22	0.0		AA06				5-ethyl-1-(4-fluorophenyl)-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A04	AA6	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	234.080456		pluskal_enammol_5003_I9_id	9	I	CCC1=C(C=NN1C=2C=CC(F)=CC2)C(=O)O	CCC1=C(C=NN1C=2C=CC(F)=CC2)C(=O)O	Z335447548	1560045-Y5.25-A04	5,25	100.0			Achiral	None	234.080456	Z335447548																																									
	C10H12N2O3	208.2139	100.0	92.7/22	0.0		Q07				2-[(phenylcarbamoyl)amino]propanoic acid						1560045-Y5.25-A04	Q7	I9	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	201.0	DMSO	208.084792		pluskal_enammol_5003_I9_id	9	I	CC(NC(=O)NC=1C=CC=CC1)C(=O)O	CC(NC(=O)NC=1C=CC=CC1)C(=O)O	Z55928883	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	208.084792	Z55928883																																									
	C10H6O4	190.1522	98.5	92.7/22	0.0		G03				1-oxo-1H-isochromene-3-carboxylic acid						1560045-Y5.25-A04	G3	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	190.026609		pluskal_enammol_5003_I10_id	10	I	OC(=O)C1=CC=2C=CC=CC2C(=O)O1	OC(=O)C1=CC=2C=CC=CC2C(=O)O1	Z1198163323	1560045-Y5.25-A04	5,25	100.0			Achiral	None	190.026609	Z1198163323																																									
	C8H14O3	158.195	96.0	92.7/22	0.0		AE04				1-ethoxycyclopentane-1-carboxylic acid						1560045-Y5.25-A04	AE4	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	158.094294		pluskal_enammol_5003_I10_id	10	I	CCOC1(CCCC1)C(=O)O	CCOC1(CCCC1)C(=O)O	Z803492470	1560045-Y5.25-A04	5,25	100.0			Achiral	None	158.094294	Z803492470																																									
	C12H9F3N2O2	270.2073	95.0	92.7/22	0.0		F06				1-(4-methylphenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A04	F6	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	270.061612		pluskal_enammol_5003_I10_id	10	I	CC=1C=CC(=CC1)N2N=CC(C(=O)O)=C2C(F)(F)F	CC=1C=CC(=CC1)N2N=CC(C(=O)O)=C2C(F)(F)F	Z199040168	1560045-Y5.25-A04	5,25	100.0			Achiral	None	270.061612	Z199040168																																									
	C10H10N2O2S	222.2636	96.71	92.7/22	0.0		G06				1-methyl-4-(2-methyl-1,3-thiazol-4-yl)-1H-pyrrole-2-carboxylic acid						1560045-Y5.25-A04	G6	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	222.046299		pluskal_enammol_5003_I10_id	10	I	CC1=NC(=CS1)C=2C=C(C(=O)O)N(C)C2	CC1=NC(=CS1)C=2C=C(C(=O)O)N(C)C2	Z164706008	1560045-Y5.25-A04	5,25	100.0			Achiral	None	222.046299	Z164706008																																									
	C11H9NO3S	235.2591	100.0	92.7/22	0.0		P06				2-(4-methoxyphenyl)-1,3-thiazole-4-carboxylic acid						1560045-Y5.25-A04	P6	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	235.030314		pluskal_enammol_5003_I10_id	10	I	COC=1C=CC(=CC1)C2=NC(=CS2)C(=O)O	COC=1C=CC(=CC1)C2=NC(=CS2)C(=O)O	Z99600010	1560045-Y5.25-A04	5,25	100.0			Achiral	None	235.030314	Z99600010																																									
	C10H5F2NO2	209.149	97.3	92.7/22	0.0		Y06				5,8-difluoroquinoline-3-carboxylic acid						1560045-Y5.25-A04	Y6	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	209.028835		pluskal_enammol_5003_I10_id	10	I	OC(=O)C=1C=NC=2C(F)=CC=C(F)C2C1	OC(=O)C=1C=NC=2C(F)=CC=C(F)C2C1	Z1509597901	1560045-Y5.25-A04	5,25	100.0			Achiral	None	209.028835	Z1509597901																																									
	C11H10N2O2	202.2093	98.61	92.7/22	0.0		E07				2,3-dimethylquinoxaline-6-carboxylic acid						1560045-Y5.25-A04	E7	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	202.074228		pluskal_enammol_5003_I10_id	10	I	CC=1N=C2C=CC(=CC2=NC1C)C(=O)O	CC=1N=C2C=CC(=CC2=NC1C)C(=O)O	Z55723242	1560045-Y5.25-A04	5,25	100.0			Achiral	None	202.074228	Z55723242																																									
	C10H8F3NO3	247.1706	100.0	92.7/22	0.0		T07				2-{[4-(trifluoromethyl)phenyl]formamido}acetic acid						1560045-Y5.25-A04	T7	I10	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	202.0	DMSO	247.045628		pluskal_enammol_5003_I10_id	10	I	OC(=O)CNC(=O)C=1C=CC(=CC1)C(F)(F)F	OC(=O)CNC(=O)C=1C=CC(=CC1)C(F)(F)F	Z56943558	1560045-Y5.25-A04	5,25	100.0			Achiral	None	247.045628	Z56943558																																									
	C12H9F3N2O2	270.2073	97.26	92.7/22	0.0		O03				1-(2-methylphenyl)-5-(trifluoromethyl)-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A04	O3	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	270.061612		pluskal_enammol_5003_I11_id	11	I	CC=1C=CC=CC1N2N=CC(C(=O)O)=C2C(F)(F)F	CC=1C=CC=CC1N2N=CC(C(=O)O)=C2C(F)(F)F	Z285165518	1560045-Y5.25-A04	5,25	100.0			Achiral	None	270.061612	Z285165518																																									
	C11H10N2O2	202.2093	100.0	92.7/22	0.0		P04				4-[(1H-pyrazol-1-yl)methyl]benzoic acid						1560045-Y5.25-A04	P4	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	202.074228		pluskal_enammol_5003_I11_id	11	I	OC(=O)C=1C=CC(CN2C=CC=N2)=CC1	OC(=O)C=1C=CC(CN2C=CC=N2)=CC1	Z221503668	1560045-Y5.25-A04	5,25	100.0			Achiral	None	202.074228	Z221503668																																									
	C10H10N2O2S	222.2636	100.0	92.7/22	0.0		T05				2-[(1,3-benzothiazol-2-yl)amino]propanoic acid						1560045-Y5.25-A04	T5	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	222.046299		pluskal_enammol_5003_I11_id	11	I	CC(NC1=NC=2C=CC=CC2S1)C(=O)O	CC(NC1=NC=2C=CC=CC2S1)C(=O)O	Z104341174	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	222.046299	Z104341174																																									
	C9H8ClNO3	213.6177	100.0	92.7/22	0.0		W05				2-[(2-chlorophenyl)formamido]acetic acid						1560045-Y5.25-A04	W5	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	213.019271		pluskal_enammol_5003_I11_id	11	I	OC(=O)CNC(=O)C=1C=CC=CC1Cl	OC(=O)CNC(=O)C=1C=CC=CC1Cl	Z56827160	1560045-Y5.25-A04	5,25	100.0			Achiral	None	213.019271	Z56827160																																									
	C9H11NO2	165.1891	100.0	92.7/22	0.0		AC05				2-amino-2-(2-methylphenyl)acetic acid						1560045-Y5.25-A04	AC5	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	165.078979		pluskal_enammol_5003_I11_id	11	I	CC=1C=CC=CC1C(N)C(=O)O	CC=1C=CC=CC1C(N)C(=O)O	Z317024660	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	165.078979	Z317024660																																									
	C12H13NO4	235.2359	100.0	92.7/22	0.0		I06				1-(3-methoxyphenyl)-5-oxopyrrolidine-3-carboxylic acid						1560045-Y5.25-A04	I6	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	235.084458		pluskal_enammol_5003_I11_id	11	I	COC=1C=CC=C(C1)N2CC(CC2=O)C(=O)O	COC=1C=CC=C(C1)N2CC(CC2=O)C(=O)O	Z57699751	1560045-Y5.25-A04	5,25	100.0			Racemic or presumed racemic or meso	None	235.084458	Z57699751																																									
	C10H9KN2O2	228.289	95.0	92.7/22	39.0983		L07				potassium 2-(2-methyl-1H-1,3-benzodiazol-1-yl)acetate		1.0				1560045-Y5.25-A04	L7	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	190.074228		pluskal_enammol_5003_I11_id	11	I	[K+].CC1=NC=2C=CC=CC2N1CC(=O)[O-]	[K+].CC1=NC=2C=CC=CC2N1CC(=O)[O-]	Z57032593	1560045-Y5.25-A04	5,25	100.0	[K+]	Potassium Ion	Achiral	None	190.074228	Z57032593																																									
	C13H13NO2S	247.3128	100.0	92.7/22	0.0		S07				2-[2-(2,4-dimethylphenyl)-1,3-thiazol-4-yl]acetic acid						1560045-Y5.25-A04	S7	I11	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	203.0	DMSO	247.0667		pluskal_enammol_5003_I11_id	11	I	CC=1C=CC(C2=NC(CC(=O)O)=CS2)=C(C)C1	CC=1C=CC(C2=NC(CC(=O)O)=CS2)=C(C)C1	Z94601311	1560045-Y5.25-A04	5,25	100.0			Achiral	None	247.0667	Z94601311																																									
	C7H9N3O2	167.1653	100.0	92.7/22	0.0		AE03				2-[methyl(pyrimidin-2-yl)amino]acetic acid						1560045-Y5.25-A04	AE3	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	167.069477		pluskal_enammol_5003_I12_id	12	I	CN(CC(=O)O)C=1N=CC=CN1	CN(CC(=O)O)C=1N=CC=CN1	Z275027154	1560045-Y5.25-A04	5,25	100.0			Achiral	None	167.069477	Z275027154																																									
	C9H7ClO4	214.6025	95.0	92.7/22	0.0		J04				8-chloro-2,3-dihydro-1,4-benzodioxine-6-carboxylic acid						1560045-Y5.25-A04	J4	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	214.003286		pluskal_enammol_5003_I12_id	12	I	OC(=O)C=1C=C(Cl)C=2OCCOC2C1	OC(=O)C=1C=C(Cl)C=2OCCOC2C1	Z85932361	1560045-Y5.25-A04	5,25	100.0			Achiral	None	214.003286	Z85932361																																									
	C11H10N2O2	202.2093	98.23	92.7/22	0.0		W04				1-methyl-3-phenyl-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A04	W4	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	202.074228		pluskal_enammol_5003_I12_id	12	I	CN1C=C(C(=O)O)C(=N1)C=2C=CC=CC2	CN1C=C(C(=O)O)C(=N1)C=2C=CC=CC2	Z381389804	1560045-Y5.25-A04	5,25	100.0			Achiral	None	202.074228	Z381389804																																									
	C13H17NO3	235.279	100.0	92.7/22	0.0		AF04				2-[(4-tert-butylphenyl)formamido]acetic acid						1560045-Y5.25-A04	AF4	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	235.120843		pluskal_enammol_5003_I12_id	12	I	CC(C)(C)C=1C=CC(=CC1)C(=O)NCC(=O)O	CC(C)(C)C=1C=CC(=CC1)C(=O)NCC(=O)O	Z56820977	1560045-Y5.25-A04	5,25	100.0			Achiral	None	235.120843	Z56820977																																									
	C12H14O2	190.2384	96.87	92.7/22	0.0		N05				1-(3-methylphenyl)cyclobutane-1-carboxylic acid						1560045-Y5.25-A04	N5	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	190.09938		pluskal_enammol_5003_I12_id	12	I	CC=1C=CC=C(C1)C2(CCC2)C(=O)O	CC=1C=CC=C(C1)C2(CCC2)C(=O)O	Z228588958	1560045-Y5.25-A04	5,25	100.0			Achiral	None	190.09938	Z228588958																																									
	C12H12N2O2S	248.3009	99.14	92.7/22	0.0		AB06				2-[2-amino-4-(4-methylphenyl)-1,3-thiazol-5-yl]acetic acid						1560045-Y5.25-A04	AB6	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	248.061949		pluskal_enammol_5003_I12_id	12	I	CC=1C=CC(=CC1)C=2N=C(N)SC2CC(=O)O	CC=1C=CC(=CC1)C=2N=C(N)SC2CC(=O)O	Z48847693	1560045-Y5.25-A04	5,25	100.0			Achiral	None	248.061949	Z48847693																																									
	C11H14N2O3	222.2405	100.0	92.7/22	0.0		AE06				2-{[(propan-2-yl)carbamoyl]amino}benzoic acid						1560045-Y5.25-A04	AE6	I12	20.0	nl	5003	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	204.0	DMSO	222.100442		pluskal_enammol_5003_I12_id	12	I	CC(C)NC(=O)NC=1C=CC=CC1C(=O)O	CC(C)NC(=O)NC=1C=CC=CC1C(=O)O	Z94601199	1560045-Y5.25-A04	5,25	100.0			Achiral	None	222.100442	Z94601199																																									
