ID	Formula	MW_x	Purity	PO	MW_salt	Box_ID	Well	Barcode	Amount_mg	Smile	compound_name	Salt_Name	Salt_ratio	canonical_smiles	isomeric_smiles	monoisotopic_mass	Source Plate Barcode	Source Well	well_location	Transfer Volume	Unit [nL]	plate_id	Source Plate Type	Source Plate Name	Destination Plate Name	Stock concentration	Unit[mM]	VESSELPOSITION	Solvent	MW_y	Transfer	unique_sample_id	WellNumber	WellLetter	Cxsmiles	smiles	Catalog ID	PLATE_ID	V, µL	Conc, mM	Salt smiles	Salt_name	Stereochem.data	Geometric.isomer	MW_x.1	SAMPLEIDDISPLAY	Structure [idcode]	Molecule Name	ORDERING NUMBER	MOLPORTID	SUPPLIER NAME	CATALOG NUMBER	MOL WEIGHT TOTAL	MOL WEIGHT PARRENT	MOL WEIGHT NORMAL	MOL FORMULA	QUANTITY	QUANTITY MEASURE	STEREOCHEMISTRY	PURITY CLASSIFIED	PO NUMBER FROM CLIENT	BOX_NAME	BOX_ROW	BOX_COLUMN	VIAL_BARCODE	AMOUNT_IN_VIAL	AMOUNT_IN_VIAL_MEASURE	QUALITY CONTROL	COMPOUND STATE	PARRENT RATIO	MOL WEIGHT SALT	SALT RATIO	SALT DATA	MW	SMILES	VOLUME_IN_VIAL	VOLUME_UNIT	CONCENTRATION, mM	NOTES	IUPAC	Barcode rack	Barcode vial	Position	m(mg)	c mM	V(DMSO)	Unnamed: 28
	C5H6N2O2	126.1133	100.0	92.7/22	0.0		A08				1-methyl-1H-pyrazole-4-carboxylic acid						1560045-Y5.25-A01	A8	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	126.042927		pluskal_enammol_5002_A3_id	3	A	CN1C=C(C=N1)C(=O)O	CN1C=C(C=N1)C(=O)O	Z99601198	1560045-Y5.25-A01	5,25	100.0			Achiral	None	126.042927	Z99601198																																									
	C12H15NO3	221.2524	95.0	92.7/22	0.0		AF12				2-(tert-butylcarbamoyl)benzoic acid						1560045-Y5.25-A01	AF12	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	221.105193		pluskal_enammol_5002_A3_id	3	A	CC(C)(C)NC(=O)C=1C=CC=CC1C(=O)O	CC(C)(C)NC(=O)C=1C=CC=CC1C(=O)O	Z56968136	1560045-Y5.25-A01	5,25	100.0			Achiral	None	221.105193	Z56968136																																									
	C12H11NO2	201.2212	95.36	92.7/22	0.0		W13				6-cyano-1,2,3,4-tetrahydronaphthalene-1-carboxylic acid						1560045-Y5.25-A01	W13	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	201.078979		pluskal_enammol_5002_A3_id	3	A	OC(=O)C1CCCC=2C=C(C#N)C=CC12	OC(=O)C1CCCC=2C=C(C#N)C=CC12	Z2680630213	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	201.078979	Z2680630213																																									
	C7H5N3O2	163.1335	98.89	92.7/22	0.0		V14				pyrazolo[1,5-a]pyrimidine-3-carboxylic acid						1560045-Y5.25-A01	V14	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	163.038176		pluskal_enammol_5002_A3_id	3	A	OC(=O)C=1C=NN2C=CC=NC12	OC(=O)C=1C=NN2C=CC=NC12	Z283862198	1560045-Y5.25-A01	5,25	100.0			Achiral	None	163.038176	Z283862198																																									
	C10H11NO2S	209.2648	95.0	92.7/22	0.0		L27				2-(3,4-dihydro-2H-1,4-benzothiazin-2-yl)acetic acid						1560045-Y5.25-A01	L27	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	209.05105		pluskal_enammol_5002_A3_id	3	A	OC(=O)CC1CNC=2C=CC=CC2S1	OC(=O)CC1CNC=2C=CC=CC2S1	Z368412990	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	209.05105	Z368412990																																									
	C11H11NO2	189.2105	100.0	92.7/22	0.0		AD27				3,5-dimethyl-1H-indole-2-carboxylic acid						1560045-Y5.25-A01	AD27	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	189.078979		pluskal_enammol_5002_A3_id	3	A	CC1=C(NC=2C=CC(C)=CC12)C(=O)O	CC1=C(NC=2C=CC(C)=CC12)C(=O)O	Z1198166199	1560045-Y5.25-A01	5,25	100.0			Achiral	None	189.078979	Z1198166199																																									
	C12H12FNO3	237.227	96.42	92.7/22	0.0		L32				3-(6-fluoro-2-oxo-1,2,3,4-tetrahydroquinolin-1-yl)propanoic acid						1560045-Y5.25-A01	L32	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	237.080121		pluskal_enammol_5002_A3_id	3	A	OC(=O)CCN1C(=O)CCC=2C=C(F)C=CC12	OC(=O)CCN1C(=O)CCC=2C=C(F)C=CC12	Z425350408	1560045-Y5.25-A01	5,25	100.0			Achiral	None	237.080121	Z425350408																																									
	C6H10O4S	178.2062	95.0	92.7/22	0.0		D39				2-(1,1-dioxo-1lambda6-thiolan-3-yl)acetic acid						1560045-Y5.25-A01	D39	A3	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	3.0	DMSO	178.02998		pluskal_enammol_5002_A3_id	3	A	OC(=O)CC1CCS(=O)(=O)C1	OC(=O)CC1CCS(=O)(=O)C1	Z57162030	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	178.02998	Z57162030																																									
	C7H10O2	126.1531	95.0	92.7/22	0.0		B14				bicyclo[3.1.0]hexane-6-carboxylic acid						1560045-Y5.25-A01	B14	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	126.06808		pluskal_enammol_5002_A4_id	4	A	OC(=O)C1C2CCCC12	OC(=O)C1C2CCCC12	Z235263813	1560045-Y5.25-A01	5,25	100.0			Diastereomeric mixture	Unknown	126.06808	Z235263813																																									
	C10H11NO2S	209.2648	96.9	92.7/22	0.0		Q20				dicyclopropyl-1,3-thiazole-5-carboxylic acid						1560045-Y5.25-A01	Q20	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	209.05105		pluskal_enammol_5002_A4_id	4	A	OC(=O)C=1SC(=NC1C2CC2)C3CC3	OC(=O)C=1SC(=NC1C2CC2)C3CC3	Z1724011176	1560045-Y5.25-A01	5,25	100.0			Achiral	None	209.05105	Z1724011176																																									
	C6H10O4S	178.2062	95.0	92.7/22	0.0		H26				1,1-dioxo-1lambda6-thiane-3-carboxylic acid						1560045-Y5.25-A01	H26	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	178.02998		pluskal_enammol_5002_A4_id	4	A	OC(=O)C1CCCS(=O)(=O)C1	OC(=O)C1CCCS(=O)(=O)C1	Z1172094819	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	178.02998	Z1172094819																																									
	C7H4LiN3O2	169.0666	100.0	92.7/22	6.941		Y26				lithium(1+) imidazo[1,5-a]pyrimidine-8-carboxylate		1.0				1560045-Y5.25-A01	Y26	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	163.038176		pluskal_enammol_5002_A4_id	4	A	[Li+].[O-]C(=O)C=1N=CN2C=CC=NC12	[Li+].[O-]C(=O)C=1N=CN2C=CC=NC12	Z2240937121	1560045-Y5.25-A01	5,25	100.0	[Li+]	Lithium Ion	Achiral	None	163.038176	Z2240937121																																									
	C11H11NO2	189.2105	97.53	92.7/22	0.0		F33				3-(1H-indol-1-yl)propanoic acid						1560045-Y5.25-A01	F33	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	189.078979		pluskal_enammol_5002_A4_id	4	A	OC(=O)CCN1C=CC=2C=CC=CC12	OC(=O)CCN1C=CC=2C=CC=CC12	Z57316204	1560045-Y5.25-A01	5,25	100.0			Achiral	None	189.078979	Z57316204																																									
	C12H16ClNO3	257.7133	95.0	92.7/22	36.4609		E34				4-(piperidin-4-yloxy)benzoic acid hydrochloride		1.0				1560045-Y5.25-A01	E34	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	221.105193		pluskal_enammol_5002_A4_id	4	A	Cl.OC(=O)C=1C=CC(OC2CCNCC2)=CC1	Cl.OC(=O)C=1C=CC(OC2CCNCC2)=CC1	Z2429425536	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	221.105193	Z2429425536																																									
	C13H19NO3	237.2949	95.0	92.7/22	0.0		E37				2-[(adamantan-1-yl)formamido]acetic acid						1560045-Y5.25-A01	E37	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	237.136493		pluskal_enammol_5002_A4_id	4	A	OC(=O)CNC(=O)C1(CC2CC3CC(C2)C1)C3	OC(=O)CNC(=O)C1(CC2CC3CC(C2)C1)C3	Z56852746	1560045-Y5.25-A01	5,25	100.0			Achiral	None	237.136493	Z56852746																																									
	C9H15NO4	201.2197	100.0	92.7/22	0.0		AA39				2-(3-methoxy-2-oxoazepan-1-yl)acetic acid						1560045-Y5.25-A01	AA39	A4	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	4.0	DMSO	201.100108		pluskal_enammol_5002_A4_id	4	A	COC1CCCCN(CC(=O)O)C1=O	COC1CCCCN(CC(=O)O)C1=O	Z2379585834	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	201.100108	Z2379585834																																									
	C11H11NO2	189.2105	98.04	92.7/22	0.0		G06				2-(1-methyl-1H-indol-3-yl)acetic acid						1560045-Y5.25-A01	G6	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	189.078979		pluskal_enammol_5002_A5_id	5	A	CN1C=C(CC(=O)O)C=2C=CC=CC12	CN1C=C(CC(=O)O)C=2C=CC=CC12	Z335290036	1560045-Y5.25-A01	5,25	100.0			Achiral	None	189.078979	Z335290036																																									
	C12H19N3O2	237.2982	100.0	92.7/22	0.0		T06				1-[(1,5-dimethyl-1H-pyrazol-4-yl)methyl]piperidine-3-carboxylic acid						1560045-Y5.25-A01	T6	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	237.147727		pluskal_enammol_5002_A5_id	5	A	CC1=C(CN2CCCC(C2)C(=O)O)C=NN1C	CC1=C(CN2CCCC(C2)C(=O)O)C=NN1C	Z1263738326	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	237.147727	Z1263738326																																									
	C11H12FNO2	209.2169	97.92	92.7/22	0.0		G10				1-(2-fluorophenyl)pyrrolidine-3-carboxylic acid						1560045-Y5.25-A01	G10	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	209.085207		pluskal_enammol_5002_A5_id	5	A	OC(=O)C1CCN(C1)C=2C=CC=CC2F	OC(=O)C1CCN(C1)C=2C=CC=CC2F	Z1509658854	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	209.085207	Z1509658854																																									
	C12H15NO3	221.2524	95.0	92.7/22	0.0		F13				4-(4-hydroxypiperidin-1-yl)benzoic acid						1560045-Y5.25-A01	F13	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	221.105193		pluskal_enammol_5002_A5_id	5	A	OC1CCN(CC1)C=2C=CC(=CC2)C(=O)O	OC1CCN(CC1)C=2C=CC(=CC2)C(=O)O	Z335441342	1560045-Y5.25-A01	5,25	100.0			Achiral	None	221.105193	Z335441342																																									
	C8H6N2O3	178.1448	100.0	92.7/22	0.0		K18				2-oxo-2,3-dihydro-1H-1,3-benzodiazole-4-carboxylic acid						1560045-Y5.25-A01	K18	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	178.037842		pluskal_enammol_5002_A5_id	5	A	OC(=O)C=1C=CC=C2NC(=O)NC12	OC(=O)C=1C=CC=C2NC(=O)NC12	Z2168541831	1560045-Y5.25-A01	5,25	100.0			Achiral	None	178.037842	Z2168541831																																									
	C5H5NO3	127.0981	100.0	92.7/22	0.0		AE22				2-methyl-1,3-oxazole-5-carboxylic acid						1560045-Y5.25-A01	AE22	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	127.026943		pluskal_enammol_5002_A5_id	5	A	CC1=NC=C(O1)C(=O)O	CC1=NC=C(O1)C(=O)O	Z1205496261	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.026943	Z1205496261																																									
	C9H9NO2	163.1733	90.0	92.7/22	0.0		AC23				(2S)-2,3-dihydro-1H-indole-2-carboxylic acid						1560045-Y5.25-A01	AC23	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	163.063329		pluskal_enammol_5002_A5_id	5	A	OC(=O)[C@@H]1CC=2C=CC=CC2N1	OC(=O)[C@@H]1CC=2C=CC=CC2N1	Z335079490	1560045-Y5.25-A01	5,25	100.0			Single known enantiomer	None	163.063329	Z335079490																																									
	C9H15NO4	201.2197	95.0	92.7/22	0.0		X40				2-[(oxan-4-yl)formamido]propanoic acid						1560045-Y5.25-A01	X40	A5	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	5.0	DMSO	201.100108		pluskal_enammol_5002_A5_id	5	A	CC(NC(=O)C1CCOCC1)C(=O)O	CC(NC(=O)C1CCOCC1)C(=O)O	Z351723750	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	201.100108	Z351723750																																									
	C8H7ClN2O3	214.6058	95.0	92.7/22	36.4609		Q14				2-hydroxyimidazo[1,2-a]pyridine-6-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	Q14	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	178.037842		pluskal_enammol_5002_A6_id	6	A	Cl.OC(=O)C=1C=CC2=NC(O)=CN2C1	Cl.OC(=O)C=1C=CC2=NC(O)=CN2C1	Z2168541808	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	178.037842	Z2168541808																																									
	C11H16ClN3O2	257.7166	95.0	92.7/22	36.4609		A18				6-(1,4-diazepan-1-yl)pyridine-3-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	A18	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	221.116427		pluskal_enammol_5002_A6_id	6	A	Cl.OC(=O)C=1C=CC(=NC1)N2CCCNCC2	Cl.OC(=O)C=1C=CC(=NC1)N2CCCNCC2	Z2381576279	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	221.116427	Z2381576279																																									
	C11H8F2N2O2	238.1902	100.0	92.7/22	0.0		N20				1-(2,6-difluorophenyl)-4-methyl-1H-pyrazole-3-carboxylic acid						1560045-Y5.25-A01	N20	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	238.055384		pluskal_enammol_5002_A6_id	6	A	CC1=CN(N=C1C(=O)O)C=2C(F)=CC=CC2F	CC1=CN(N=C1C(=O)O)C=2C(F)=CC=CC2F	Z1696862656	1560045-Y5.25-A01	5,25	100.0			Achiral	None	238.055384	Z1696862656																																									
	C5H5NO3	127.0981	95.0	92.7/22	0.0		C22				5-methyl-1,2-oxazole-3-carboxylic acid						1560045-Y5.25-A01	C22	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	127.026943		pluskal_enammol_5002_A6_id	6	A	CC1=CC(=NO1)C(=O)O	CC1=CC(=NO1)C(=O)O	Z55992970	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.026943	Z55992970																																									
	C5H8O4S	164.1796	95.0	92.7/22	0.0		Y29				1,1-dioxo-1lambda6-thiolane-3-carboxylic acid						1560045-Y5.25-A01	Y29	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	164.01433		pluskal_enammol_5002_A6_id	6	A	OC(=O)C1CCS(=O)(=O)C1	OC(=O)C1CCS(=O)(=O)C1	Z104341242	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	164.01433	Z104341242																																									
	C7H4ClFO3	190.5563	97.0	92.7/22	0.0		AA34				3-chloro-5-fluoro-2-hydroxybenzoic acid						1560045-Y5.25-A01	AA34	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	189.9833		pluskal_enammol_5002_A6_id	6	A	OC(=O)C=1C=C(F)C=C(Cl)C1O	OC(=O)C=1C=C(F)C=C(Cl)C1O	Z367679240	1560045-Y5.25-A01	5,25	100.0			Achiral	None	189.9833	Z367679240																																									
	C11H13ClFNO2	245.6778	96.6	92.7/22	36.4609		M36				4-fluoro-3-(pyrrolidin-1-yl)benzoic acid hydrochloride		1.0				1560045-Y5.25-A01	M36	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	209.085207		pluskal_enammol_5002_A6_id	6	A	Cl.OC(=O)C=1C=CC(F)=C(C1)N2CCCC2	Cl.OC(=O)C=1C=CC(F)=C(C1)N2CCCC2	Z1891697101	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	209.085207	Z1891697101																																									
	C9H8F2O3	202.1548	100.0	92.7/22	0.0		G37				2-(3,5-difluorophenyl)-2-methoxyacetic acid						1560045-Y5.25-A01	G37	A6	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	6.0	DMSO	202.044151		pluskal_enammol_5002_A6_id	6	A	COC(C(=O)O)C=1C=C(F)C=C(F)C1	COC(C(=O)O)C=1C=C(F)C=C(F)C1	Z1863594452	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	202.044151	Z1863594452																																									
	C9H8F2O3	202.1548	100.0	92.7/22	0.0		X08				3-ethoxy-2,6-difluorobenzoic acid						1560045-Y5.25-A01	X8	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	202.044151		pluskal_enammol_5002_A7_id	7	A	CCOC=1C=CC(F)=C(C(=O)O)C1F	CCOC=1C=CC(F)=C(C(=O)O)C1F	Z1269157393	1560045-Y5.25-A01	5,25	100.0			Achiral	None	202.044151	Z1269157393																																									
	C8H6N2O3	178.1448	100.0	92.7/22	0.0		W12				2-oxo-1H,2H,3H-pyrrolo[2,3-b]pyridine-4-carboxylic acid						1560045-Y5.25-A01	W12	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	178.037842		pluskal_enammol_5002_A7_id	7	A	OC(=O)C=1C=CN=C2NC(=O)CC21	OC(=O)C=1C=CN=C2NC(=O)CC21	Z1255428710	1560045-Y5.25-A01	5,25	100.0			Achiral	None	178.037842	Z1255428710																																									
	C4H5N3O2	127.1014	95.0	92.7/22	0.0		A16				2-(1H-1,2,4-triazol-1-yl)acetic acid						1560045-Y5.25-A01	A16	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	127.038176		pluskal_enammol_5002_A7_id	7	A	OC(=O)CN1C=NC=N1	OC(=O)CN1C=NC=N1	Z56931716	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.038176	Z56931716																																									
	C11H16ClN3O2	257.7166	100.0	92.7/22	36.4609		Q18				2-(1,4-diazepan-1-yl)pyridine-4-carboxylic acid hydrochloride		1.0				1560045-Y5.25-A01	Q18	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	221.116427		pluskal_enammol_5002_A7_id	7	A	Cl.OC(=O)C=1C=CN=C(C1)N2CCCNCC2	Cl.OC(=O)C=1C=CN=C(C1)N2CCCNCC2	Z2381576024	1560045-Y5.25-A01	5,25	100.0	Cl	Hydrochloric Acid	Achiral	None	221.116427	Z2381576024																																									
	C7H4ClFO3	190.5563	100.0	92.7/22	0.0		L26				3-chloro-5-fluoro-4-hydroxybenzoic acid						1560045-Y5.25-A01	L26	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	189.9833		pluskal_enammol_5002_A7_id	7	A	OC(=O)C=1C=C(F)C(O)=C(Cl)C1	OC(=O)C=1C=C(F)C(O)=C(Cl)C1	Z1262519254	1560045-Y5.25-A01	5,25	100.0			Achiral	None	189.9833	Z1262519254																																									
	C11H15NO3	209.2417	95.0	92.7/22	0.0		H28				5-[(piperidin-1-yl)methyl]furan-2-carboxylic acid						1560045-Y5.25-A01	H28	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	209.105193		pluskal_enammol_5002_A7_id	7	A	OC(=O)C1=CC=C(CN2CCCCC2)O1	OC(=O)C1=CC=C(CN2CCCCC2)O1	Z359351612	1560045-Y5.25-A01	5,25	100.0			Achiral	None	209.105193	Z359351612																																									
	C13H15FO3	238.2548	100.0	92.7/22	0.0		R29				4-[(4-fluorophenyl)methyl]oxane-4-carboxylic acid						1560045-Y5.25-A01	R29	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	238.100523		pluskal_enammol_5002_A7_id	7	A	OC(=O)C1(CC=2C=CC(F)=CC2)CCOCC1	OC(=O)C1(CC=2C=CC(F)=CC2)CCOCC1	Z1037344120	1560045-Y5.25-A01	5,25	100.0			Achiral	None	238.100523	Z1037344120																																									
	C7H3N2NaO3	186.1001	95.0	92.7/22	22.9898		G33				sodium [1,2]oxazolo[5,4-c]pyridine-3-carboxylate		1.0				1560045-Y5.25-A01	G33	A7	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	7.0	DMSO	164.022192		pluskal_enammol_5002_A7_id	7	A	[Na+].[O-]C(=O)C1=NOC=2C=NC=CC12	[Na+].[O-]C(=O)C1=NOC=2C=NC=CC12	Z3505279786	1560045-Y5.25-A01	5,25	100.0	[Na+]	Sodium Ion	Achiral	None	164.022192	Z3505279786																																									
	C11H15N3O2	221.2557	95.0	92.7/22	0.0		R08				2-(3-aminopiperidin-1-yl)pyridine-4-carboxylic acid						1560045-Y5.25-A01	R8	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	221.116427		pluskal_enammol_5002_A8_id	8	A	NC1CCCN(C1)C=2C=C(C=CN2)C(=O)O	NC1CCCN(C1)C=2C=C(C=CN2)C(=O)O	Z816051230	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	221.116427	Z816051230																																									
	C8H5F3O2	190.1193	100.0	92.7/22	0.0		A09				3-(trifluoromethyl)benzoic acid						1560045-Y5.25-A01	A9	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	190.024164		pluskal_enammol_5002_A8_id	8	A	OC(=O)C=1C=CC=C(C1)C(F)(F)F	OC(=O)C=1C=CC=C(C1)C(F)(F)F	Z104474066	1560045-Y5.25-A01	5,25	100.0			Achiral	None	190.024164	Z104474066																																									
	C7H6N4O2	178.1481	99.28	92.7/22	0.0		O11				2-{[1,2,4]triazolo[1,5-a]pyrimidin-2-yl}acetic acid						1560045-Y5.25-A01	O11	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	178.049075		pluskal_enammol_5002_A8_id	8	A	OC(=O)CC=1N=C2N=CC=CN2N1	OC(=O)CC=1N=C2N=CC=CN2N1	Z404068044	1560045-Y5.25-A01	5,25	100.0			Achiral	None	178.049075	Z404068044																																									
	C9H8O3	164.158	100.0	92.7/22	0.0		H14				2,3-dihydro-1-benzofuran-5-carboxylic acid						1560045-Y5.25-A01	H14	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	164.047344		pluskal_enammol_5002_A8_id	8	A	OC(=O)C=1C=CC=2OCCC2C1	OC(=O)C=1C=CC=2OCCC2C1	Z285150320	1560045-Y5.25-A01	5,25	100.0			Achiral	None	164.047344	Z285150320																																									
	C11H10ClNO3	239.655	100.0	92.7/22	0.0		Z15				2-chloro-5-(2-oxopyrrolidin-1-yl)benzoic acid						1560045-Y5.25-A01	Z15	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	239.034921		pluskal_enammol_5002_A8_id	8	A	OC(=O)C=1C=C(C=CC1Cl)N2CCCC2=O	OC(=O)C=1C=C(C=CC1Cl)N2CCCC2=O	Z364002644	1560045-Y5.25-A01	5,25	100.0			Achiral	None	239.034921	Z364002644																																									
	C4H5N3O2	127.1014	95.0	92.7/22	0.0		AA18				1-methyl-1H-1,2,3-triazole-4-carboxylic acid						1560045-Y5.25-A01	AA18	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	127.038176		pluskal_enammol_5002_A8_id	8	A	CN1C=C(N=N1)C(=O)O	CN1C=C(N=N1)C(=O)O	Z931062830	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.038176	Z931062830																																									
	C12H19NO2	209.2848	95.0	92.7/22	0.0		R25				2-(adamantan-1-yl)-2-aminoacetic acid						1560045-Y5.25-A01	R25	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	209.141579		pluskal_enammol_5002_A8_id	8	A	NC(C(=O)O)C1(CC2CC3CC(C2)C1)C3	NC(C(=O)O)C1(CC2CC3CC(C2)C1)C3	Z57068946	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	209.141579	Z57068946																																									
	C9H8F2O3	202.1548	100.0	92.7/22	0.0		X33				2-(3,4-difluorophenoxy)propanoic acid						1560045-Y5.25-A01	X33	A8	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	8.0	DMSO	202.044151		pluskal_enammol_5002_A8_id	8	A	CC(OC=1C=CC(F)=C(F)C1)C(=O)O	CC(OC=1C=CC(F)=C(F)C1)C(=O)O	Z228583520	1560045-Y5.25-A01	5,25	100.0			Racemic or presumed racemic or meso	None	202.044151	Z228583520																																									
	C4H5N3O2	127.1014	100.0	92.7/22	0.0		AC12				2-methyl-2H-1,2,3-triazole-4-carboxylic acid						1560045-Y5.25-A01	AC12	A9	20.0	nl	5002	1536LDV_DMSO	GN1536MDX	384PP_Corina	100.0	mM	9.0	DMSO	127.038176		pluskal_enammol_5002_A9_id	9	A	CN1N=CC(=N1)C(=O)O	CN1N=CC(=N1)C(=O)O	Z969757392	1560045-Y5.25-A01	5,25	100.0			Achiral	None	127.038176	Z969757392																																									
